Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,Final Blows / 10min,Solo Kills / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Long Range Kills / 10min,Storm Arrow Kills / 10min,Recon Assists / 10min,Dragonstrike Kills / 10min,Venom Mine Kills / 10min,"Helix Rocket Accuracy, %",Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Self Healing / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Energy Javelin Kills / 10min,Terra Surge Kills / 10min,"Airtime, %",Barrage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Mei,Diamond,4.18,0.72,52.81,17.91,8.03,79,6684,,7.33,,,,,,,,,8.12,1.11,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.52,,,,,,,,,,,,,,,,,,,,,,,,,,27,18,3.71,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Master,4.78,0.94,57.31,19.89,8.19,78,7052,,7.12,,,,,,,,,7.72,1.09,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.21,,,,,,,,,,,,,,,,,,,,,,,,,,27,17,3.66,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Grandmaster,4.99,0.62,51.44,20.14,7.99,72,6604,,7.1,,,,,,,,,8.12,1.42,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.89,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,3.82,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Winston,All,3.63,1.64,48.15,19.08,6.95,120,7472,,7.28,,,,,,,,,,,,,,,,,,,,,,,44,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,7.27,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Bronze,3.21,1.79,43.88,17.21,6.79,119,6686,,7.7,,,,,,,,,,,,,,,,,,,,,,,44,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,6.42,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Silver,2.98,1.5,40,17.37,6.79,117,6987,,7.83,,,,,,,,,,,,,,,,,,,,,,,41,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,6.4,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Gold,3.16,1.59,43.52,18.11,7.02,127,6920,,7.61,,,,,,,,,,,,,,,,,,,,,,,41,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,6.3,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Platinum,3.47,1.55,47.86,18.45,6.77,117,7330,,7.35,,,,,,,,,,,,,,,,,,,,,,,45,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,6.98,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Diamond,3.62,1.65,50.91,19.06,7.22,124,7411,,7.2,,,,,,,,,,,,,,,,,,,,,,,42,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,7.42,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Master,3.53,3.08,47.85,17.58,6.17,103,6989,,7.28,,,,,,,,,,,,,,,,,,,,,,,44,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,6.93,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Grandmaster,3.41,2.19,42.82,17.45,5.86,106,7349,,7.28,,,,,,,,,,,,,,,,,,,,,,,45,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,7.28,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Bastion,All,2.48,1.17,49.15,18.23,7.57,65,9616,,8.93,,,,,,,,,9.2,1.32,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.29,11.12,4.22,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Bronze,2.1,1.05,42.28,15.61,6.94,68,8527,,9.07,,,,,,,,,7.03,1.16,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.97,9.51,4.16,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Silver,2.06,1.24,44.44,15.96,6.98,64,8765,,9.28,,,,,,,,,7.35,1.23,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92,10.11,3.99,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Gold,2.41,1.48,46.58,17.75,7.34,66,9444,,8.73,,,,,,,,,8.55,1.39,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.03,10.5,4.16,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Platinum,2.15,1.15,45.24,16.4,6.99,67,9021,,9.4,,,,,,,,,8.12,1.17,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.29,10.31,4.24,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Diamond,2.49,1.19,45.97,17.45,7.29,60,9533,,8.9,,,,,,,,,8.47,1.22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18,10.64,4.27,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Master,2.31,1.1,36.78,16.16,6.71,61,9390,,8.69,,,,,,,,,7.59,1.03,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68,9.96,5.07,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Grandmaster,1.97,1.26,46.26,14.88,6.01,58,8690,,9.14,,,,,,,,,6.81,1.03,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76,9,4.11,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,All,4.68,1.38,50.05,16.81,5.97,42,5319,,6.21,,,,,,,,,7.02,1.76,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.62,2.19,3.68,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Bronze,4.07,0.97,41.07,14.93,5.56,45,4824,,7.04,,,,,,,,,5.63,1.62,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.89,2.61,3.57,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Silver,4.03,1.15,41.07,14.53,5.33,43,4816,,6.45,,,,,,,,,5.99,1.92,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.02,2.15,3.32,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Gold,4.5,1.37,47.87,16.44,6.05,44,5217,,6.62,,,,,,,,,6.83,1.84,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.28,2.29,3.8,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Platinum,4.58,0.84,44.64,16.02,5.82,41,5090,,6.61,,,,,,,,,6.4,1.68,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.23,2.48,4.03,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Diamond,5.15,1.67,49.93,17.33,6.56,44,5596,,6.05,,,,,,,,,6.73,1.55,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.13,2.33,3.89,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Master,4.62,2.07,46.33,15.64,5.72,42,5353,,6.28,,,,,,,,,6.05,1.45,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,2.81,3.67,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Grandmaster,5.43,3.28,56.07,16.74,5.93,39,5531,,5.82,,,,,,,,,6.28,1.48,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.06,2.45,3.98,,,,,,,,,,,,,,,,,,,,,,,Damage
Wrecking Ball,All,3.59,0.58,47.66,16.8,8.64,144,7200,,7.03,,,,,,,,,,,32,13,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28,5.38,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Bronze,2.82,0.37,29.86,14,8.6,149,6553,,7.48,,,,,,,,,,,28,12,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,3.99,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Silver,3.04,1.28,48.28,15.08,8.92,140,6764,,7.29,,,,,,,,,,,30,12,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,4.21,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Gold,3.25,0.33,33.68,16.36,8.83,137,7048,,7.62,,,,,,,,,,,30,12,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74,4.1,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Platinum,3.63,0.68,44.78,16.14,8.52,156,7389,,6.34,,,,,,,,,,,32,15,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,5.13,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Diamond,3.62,0.41,39.84,15.88,8.88,153,7443,,7.12,,,,,,,,,,,32,12,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09,5.52,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Master,3.02,0.48,37.74,15.78,8.93,156,6864,,7.55,,,,,,,,,,,30,12,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,4.35,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Grandmaster,3.65,0.58,35.36,16.58,8.58,135,6981,,6.8,,,,,,,,,,,32,13,,,,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.14,5.5,,,,,,,,,,,,,,,,,,,,,Tank
Sojourn,All,2.86,5.26,50.07,18.36,7.37,57,8132,,8.18,,,,,,,,,8.41,1.45,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,13,8.43,5.11,2.33,,,,,,,,,,,,,,,,Damage
Sojourn,Bronze,2.37,3.05,42.39,15.52,6.86,61,7236,,8.87,,,,,,,,,6.21,1.36,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,13,6.63,4.31,2.01,,,,,,,,,,,,,,,,Damage
Sojourn,Silver,2.37,2.78,39.89,15.69,6.93,57,7247,,8.84,,,,,,,,,6.41,1.32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,12,6.58,4.53,1.97,,,,,,,,,,,,,,,,Damage
Sojourn,Gold,2.59,3.59,44.87,16.95,7.28,59,7892,,8.5,,,,,,,,,7.29,1.45,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,12,7.5,4.8,2.07,,,,,,,,,,,,,,,,Damage
Sojourn,Platinum,2.75,5.58,48.73,17.7,7.38,63,8026,,8.31,,,,,,,,,7.88,1.55,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,13,8.06,5.01,2.33,,,,,,,,,,,,,,,,Damage
Sojourn,Diamond,2.67,6.32,48.49,17.59,7.18,55,8124,,8.47,,,,,,,,,7.75,1.49,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,13,8.25,4.94,2.33,,,,,,,,,,,,,,,,Damage
Sojourn,Master,2.63,6.68,45.91,17.11,7.09,55,7875,,8.57,,,,,,,,,7.51,1.37,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,13,8.1,4.77,2.47,,,,,,,,,,,,,,,,Damage
Sojourn,Grandmaster,2.71,7.46,51.2,17.46,6.87,54,7991,,8.42,,,,,,,,,7.74,1.41,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,15,8.44,4.84,2.39,,,,,,,,,,,,,,,,Damage
Symmetra,All,4.14,0.7,55.22,21.07,8.86,62,8087,,7.88,,,,,,,,,8.95,1.32,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,14.4,11.21,,,,,,,,,,,,,Damage
Symmetra,Bronze,4.95,0.58,50.55,22.01,10.23,64,7992,,7.7,,,,,,,,,8.5,1.52,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,14.45,13.62,,,,,,,,,,,,,Damage
Symmetra,Silver,3.7,0.6,50.83,20.65,9.18,54,7707,,8.17,,,,,,,,,8.49,1.42,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,12.25,12.25,,,,,,,,,,,,,Damage
Symmetra,Gold,3.74,1.15,55.13,20.4,9.08,70,7575,,7.98,,,,,,,,,8.41,1.34,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,14.51,11.33,,,,,,,,,,,,,Damage
Symmetra,Platinum,4.01,0.53,52.56,21.57,9.75,54,8464,,8.15,,,,,,,,,9.58,1.68,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,14.86,11.67,,,,,,,,,,,,,Damage
Symmetra,Diamond,3.73,0.79,55.74,20.71,8.76,52,8370,,8.02,,,,,,,,,8.43,1.06,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,17.13,11.29,,,,,,,,,,,,,Damage
Symmetra,Master,3.79,0.52,48.7,20.86,9.73,50,7858,,8.13,,,,,,,,,8.57,1.5,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,17.05,12.5,,,,,,,,,,,,,Damage
Symmetra,Grandmaster,4.68,0.47,50.14,22.25,9.59,49,8264,,7.82,,,,,,,,,9.86,1.62,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,15.43,14.18,,,,,,,,,,,,,Damage
Torbjorn,All,3.31,1.1,60.89,19.86,8.51,59,9917,,6.95,,,,,,,,,9.23,1.55,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,10.47,2.86,,,,,,,,,,Damage
Torbjorn,Bronze,3.93,0.47,58.02,20.12,9.01,61,9666,,6.87,,,,,,,,,9.29,1.84,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85,3.32,,,,,,,,,,Damage
Torbjorn,Silver,2.72,0.69,55.41,16.57,7.41,67,8639,,7.29,,,,,,,,,7.47,1.44,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,9.27,2.08,,,,,,,,,,Damage
Torbjorn,Gold,3.24,0.86,63.79,20.36,8.93,51,9968,,7.09,,,,,,,,,9.48,1.69,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,10.93,2.63,,,,,,,,,,Damage
Torbjorn,Platinum,3.83,0.53,63.27,20.85,9.59,54,10125,,6.69,,,,,,,,,9.89,1.78,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,10.48,3.1,,,,,,,,,,Damage
Torbjorn,Diamond,3.18,1.9,66.4,19.73,8.33,55,9748,,7.35,,,,,,,,,9.03,1.63,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,10.46,3.28,,,,,,,,,,Damage
Torbjorn,Master,3.8,2.35,56.02,20.9,8.41,61,9874,,6.58,,,,,,,,,9.04,1.34,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,10.53,2.9,,,,,,,,,,Damage
Torbjorn,Grandmaster,3.39,0.42,63.49,18.91,8.03,72,9433,,6.82,,,,,,,,,8.4,1.46,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,9.46,2.69,,,,,,,,,,Damage
Junker Queen,All,3.83,0.94,53.17,18,8.41,129,7745,,7.29,,,,,,,,,,,34,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6.05,16,3.04,,,,,,Tank
Junker Queen,Bronze,3.23,1.41,47.71,16.11,8.13,121,7029,,7.85,,,,,,,,,,,31,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,6.04,16,2.72,,,,,,Tank
Junker Queen,Silver,3.51,0.97,45.73,16.59,8.37,129,7081,,7.84,,,,,,,,,,,31,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5.77,16,2.79,,,,,,Tank
Junker Queen,Gold,3.7,1.46,55.17,17.74,8.89,139,7557,,7.44,,,,,,,,,,,34,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6.16,16,3.11,,,,,,Tank
Junker Queen,Platinum,3.59,1.23,55.85,17.53,8.01,127,7815,,7.55,,,,,,,,,,,34,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,6.28,16,2.99,,,,,,Tank
Junker Queen,Diamond,3.43,0.96,52.28,17.34,8.28,125,7693,,7.88,,,,,,,,,,,33,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6.3,16,3.14,,,,,,Tank
Junker Queen,Master,3.55,1.38,52.7,17.79,8.46,125,7547,,7.91,,,,,,,,,,,32,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6.42,16,2.94,,,,,,Tank
Junker Queen,Grandmaster,3.48,1.19,53.9,17.1,8.26,122,7486,,7.79,,,,,,,,,,,32,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,6.21,16,2.98,,,,,,Tank
Echo,All,2.62,0.74,48.19,19.15,6.71,60,7998,,8.35,,,,,,,,,10.15,1.86,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.23,8,24,8.78,3.11,Damage
Echo,Bronze,2.42,0.27,49.3,17.89,6.72,66,7246,,8.12,,,,,,,,,9.52,1.82,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.72,8.12,23,8.42,2.73,Damage
Echo,Silver,2.04,0.48,44.55,16.33,6.23,55,6933,,8.78,,,,,,,,,8.25,1.75,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.94,7.1,22,8.19,2.51,Damage
Echo,Gold,2.65,0.59,43.16,18.35,6.67,64,7420,,8.18,,,,,,,,,9.61,1.94,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.09,7.42,24,8.67,2.84,Damage
